entropy,eplenmean,eprewmean,fps,kl,misc/epoch,misc/time_elapsed,misc/total_timesteps
1.418938398361206,769.0,-25.669866773926124,3454,0.008099865168333054,0,0.5945801,2048
1.3536827564239502,884.0,-61.911383033956646,802,0.0024436647072434425,1,3.1499728999999994,4096
1.3056470155715942,922.3333333333334,-69.05479330274783,607,0.002455919049680233,2,6.520027600000001,6144
1.25811767578125,941.5,-70.51740833841862,625,0.002429860644042492,3,9.7954644,8192
1.2099417448043823,953.0,-70.34302277940658,609,0.0024631137493997812,4,13.1592249,10240
1.1617337465286255,960.6666666666666,-68.80793995757892,610,0.002455129288136959,5,16.517721299999998,12288
1.1132525205612183,966.1428571428571,-67.3083011366133,627,0.0024423012509942055,6,19.780635399999998,14336
1.0652637481689453,970.25,-65.75643492649193,624,0.0024603267665952444,7,23.062330199999998,16384
1.0164774656295776,973.4444444444445,-63.95395347367743,601,0.0024638024624437094,8,26.469701399999998,18432
0.9683858156204224,976.0,-61.92625997139434,632,0.002461771247908473,9,29.709077399999998,20480
0.9197520613670349,979.0,-59.00385365654981,616,0.0024661810602992773,10,33.031028,22528
0.8725014328956604,980.6,-56.86201020357892,619,0.0024596480652689934,11,36.3401488,24576
0.824949324131012,981.9629629629629,-54.89007266940194,621,0.009634070098400116,12,39.636001199999995,26624
0.7391415238380432,983.1379310344828,-53.0178029242577,611,0.002458433620631695,13,42.9886736,28672
0.6904083490371704,984.1612903225806,-51.19228855776428,599,0.0024920913856476545,14,46.4040442,30720
0.64645916223526,985.060606060606,-49.43342804290443,629,0.00999705120921135,15,49.660277,32768
0.5510569214820862,985.8571428571429,-47.69971242076397,612,0.002459453186020255,16,53.0032685,34816
0.5024538636207581,986.5675675675676,-46.0346747352718,611,0.002425359794870019,17,56.351509,36864
0.45697110891342163,987.2051282051282,-44.42411165416675,594,0.009806422516703606,18,59.7978551,38912
0.37857988476753235,987.780487804878,-42.868358497973574,619,0.0024580296594649553,19,63.104079,40960
0.32997873425483704,988.3023255813954,-41.44121750627562,604,0.0024613882414996624,20,66.491687,43008
0.2814171314239502,988.7777777777778,-40.10384050053279,620,0.0024643433280289173,21,69.7912576,45056
0.2353208065032959,989.2127659574468,-38.80859985608444,591,0.0024688723497092724,22,73.2527626,47104
0.18825936317443848,989.6122448979592,-37.58966627174031,618,0.006226588040590286,23,76.5672025,49152
0.13428640365600586,989.9803921568628,-36.448044366620714,620,0.0024523779284209013,24,79.8697584,51200
0.0869748592376709,990.3207547169811,-35.34789953780678,609,0.0024452044162899256,25,83.2294619,53248
0.03850996494293213,990.6363636363636,-34.32240838586138,607,0.0024288026615977287,26,86.6032085,55296
-0.0031321048736572266,990.9298245614035,-33.33577885976542,622,0.002439348492771387,27,89.8941295,57344
-0.04815518856048584,991.2033898305085,-32.40564177138134,600,0.002422917168587446,28,93.3084532,59392
-0.09559190273284912,991.4590163934427,-31.515404591810462,610,0.002454066649079323,29,96.6643534,61440
-0.14235687255859375,991.8125,-30.25630670715468,619,0.0024498021230101585,30,99.9718935,63488
-0.18910159170627594,992.030303030303,-29.468389496689145,611,0.0024776544887572527,31,103.3218539,65536
-0.23339274525642395,992.2352941176471,-28.7116694784901,608,0.002422268968075514,32,106.6868479,67584
-0.28041502833366394,992.4285714285714,-27.989637901234904,623,0.0024388337042182684,33,109.9742841,69632
-0.32672977447509766,992.6111111111111,-27.297258859650746,621,0.002445282181724906,34,113.2718563,71680
-0.37449929118156433,992.7837837837837,-26.63835163833555,608,0.002510200720280409,35,116.637896,73728
-0.4162741005420685,992.9473684210526,-26.00431240918666,620,0.0025229102466255426,36,119.9402673,75776
-0.4575357139110565,993.1025641025641,-25.39720116593493,611,0.0024646390229463577,37,123.2884081,77824
-0.5046105980873108,993.25,-24.818599914155165,615,0.0099430400878191,38,126.61582179999999,79872
-0.5934557318687439,993.390243902439,-24.257847058416207,613,0.0024690786376595497,39,129.9535793,81920
-0.6408323645591736,993.5238095238095,-23.722968327552483,608,0.0024008676409721375,40,133.320499,83968
-0.6866597533226013,993.6511627906976,-23.20574439708971,598,0.002457531401887536,41,136.7461272,86016
-0.7345279455184937,993.7727272727273,-22.708260952097735,627,0.0024300829973071814,42,140.0127641,88064
-0.7814832925796509,993.8888888888889,-22.2340523778914,608,0.0024183562491089106,43,143.3823632,90112
-0.8266819715499878,994.0,-21.775557844971154,611,0.009387115016579628,44,146.7314803,92160
-0.8718919157981873,994.1063829787234,-21.33599186259558,599,0.0024971296079456806,45,150.1478324,94208
-0.9070567488670349,994.2083333333334,-20.912316763531795,616,0.0024602743797004223,46,153.4738701,96256
-0.9557143449783325,994.3061224489796,-20.5040766824507,612,0.0024738924112170935,47,156.8167799,98304
-1.002139925956726,994.4,-20.109773327403648,619,0.002440438373014331,48,160.1248923,100352
