entropy,eplenmean,eprewmean,fps,kl,misc/epoch,misc/time_elapsed,misc/total_timesteps
1.418938398361206,999.0,-103.0249367799887,530,0.002461937488988042,0,3.8646633,2048
1.3704540729522705,999.0,-96.68823382083562,559,0.002449851483106613,1,7.5292891,4096
1.32194983959198,999.0,-91.74447163387526,568,0.0024616436567157507,2,11.134444300000002,6144
1.273743748664856,999.0,-87.64096592315951,564,0.0024620615877211094,3,14.7650437,8192
1.2257510423660278,999.0,-83.9753164264225,592,0.002459942828863859,4,18.2222284,10240
1.1770572662353516,999.0,-80.16378260370033,569,0.0024521034210920334,5,21.8217675,12288
1.1291264295578003,999.0,-76.483145034732,553,0.002448016544803977,6,25.521630000000002,14336
1.0822523832321167,999.0,-73.61090676360539,608,0.0024431212805211544,7,28.887493499999998,16384
1.0346354246139526,999.0,-70.8194901580816,602,0.0024397929664701223,8,32.2918605,18432
0.9911269545555115,999.0,-68.1398464625266,606,0.0024587828665971756,9,35.6701648,20480
0.9424639940261841,999.0,-65.39094629110765,589,0.0024612199049443007,10,39.142882,22528
0.8975456953048706,999.0,-63.09272590629006,615,0.0024204845540225506,11,42.4738578,24576
0.850688099861145,999.0,-60.9898937397082,605,0.002434970112517476,12,45.858677,26624
0.8059483170509338,999.0,-58.82239367598567,608,0.0024769932497292757,13,49.225546800000004,28672
0.7603221535682678,999.0,-56.72836820539286,592,0.002437182702124119,14,52.684709500000004,30720
0.7145690321922302,999.0,-54.733126860366454,614,0.0024627139791846275,15,56.0163713,32768
0.6662169098854065,999.0,-52.88770537639532,608,0.009938384406268597,16,59.38431250000001,34816
0.5764757990837097,999.0,-51.059537848628835,605,0.009955866262316704,17,62.7694834,36864
0.4802941679954529,999.0,-49.30486037137623,593,0.0024441545829176903,18,66.2219489,38912
0.4328298270702362,999.0,-46.76932677313357,611,0.002443999517709017,19,69.571547,40960
0.3883557617664337,999.0,-45.19702334776482,606,0.0024366602301597595,20,72.9486903,43008
0.34058618545532227,999.0,-43.70966157358127,607,0.0024837511591613293,21,76.3229327,45056
0.29466769099235535,999.0,-42.30882420365224,602,0.009856902994215488,22,79.7210003,47104
0.20519675314426422,999.0,-40.9570818776747,616,0.0024574724957346916,23,83.0454935,49152
0.15871752798557281,999.0,-39.67869399552308,587,0.009853051044046879,24,86.5355553,51200
0.09048855304718018,999.0,-38.45685198617828,604,0.002463416662067175,25,89.9231092,53248
0.042632341384887695,999.0,-37.29274134020467,595,0.0024352367036044598,26,93.3609457,55296
-0.004491448402404785,999.0,-36.18868786872405,589,0.002482149051502347,27,96.8356133,57344
-0.04900538921356201,999.0,-35.15316249234355,599,0.0024872825015336275,28,100.2537131,59392
-0.09417545795440674,999.0,-34.159896795196765,574,0.002478235401213169,29,103.8190807,61440
-0.13864755630493164,999.0,-33.22562516017141,598,0.009955324232578278,30,107.2420173,63488
-0.2319779098033905,999.0,-32.323284374864905,592,0.0024582231417298317,31,110.7017777,65536
-0.27980947494506836,999.0,-31.46198354648189,594,0.002464394783601165,32,114.1453722,67584
-0.3269309997558594,999.0,-30.635835491772955,599,0.002483597956597805,33,117.5655915,69632
-0.3718133270740509,999.0,-29.854264443097755,601,0.0024464880116283894,34,120.97345700000001,71680
-0.40818074345588684,999.0,-29.112116788392168,596,0.0024770039599388838,35,124.406391,73728
-0.4545244872570038,999.0,-28.4029449124314,603,0.002446131780743599,36,127.80393110000001,75776
-0.5014796257019043,999.0,-27.724171574279637,613,0.0024945640470832586,37,131.14537159999998,77824
-0.5462661385536194,999.0,-27.070370926943063,604,0.002458187285810709,38,134.534111,79872
-0.5949682593345642,999.0,-26.14811893879921,588,0.0024640008341521025,39,138.0141175,81920
-0.6427730917930603,999.0,-25.56579159074372,611,0.009466123767197132,40,141.3639354,83968
-0.7356501221656799,999.0,-25.002874704134896,602,0.00248918728902936,41,144.76486920000002,86016
-0.7784799337387085,999.0,-24.462427729505933,596,0.009779387153685093,42,148.1987047,88064
-0.8411579728126526,999.0,-23.94473435006616,588,0.0024318620562553406,43,151.67999709999998,90112
-0.8866347074508667,999.0,-23.446549004162584,612,0.0024548762012273073,44,155.02378190000002,92160
-0.9345606565475464,999.0,-22.968287414364113,598,0.0025140910875052214,45,158.4470003,94208
-0.9749298691749573,999.0,-22.507935652028305,594,0.0025272120255976915,46,161.8912358,96256
-1.0151034593582153,999.0,-22.06466033163562,598,0.002474808366969228,47,165.31693289999998,98304
-1.060848355293274,999.0,-21.63826724025203,608,0.002447655191645026,48,168.6858168,100352
