entropy,eplenmean,eprewmean,fps,kl,misc/epoch,misc/time_elapsed,misc/total_timesteps
1.418938398361206,999.0,-102.92058321408166,575,0.0024611372500658035,0,3.5641156,2048
1.3702603578567505,999.0,-97.78204920228836,605,0.002443053061142564,1,6.9484714,4096
1.3229950666427612,999.0,-93.2321218940261,618,0.002456163289025426,2,10.262702099999998,6144
1.274654507637024,999.0,-88.39110531820991,627,0.002459564246237278,3,13.525739299999998,8192
1.2259644269943237,999.0,-84.78009466440935,601,0.0024520542938262224,4,16.9302818,10240
1.1783417463302612,999.0,-81.35513953343487,601,0.0024623593781143427,5,20.3367526,12288
1.1301058530807495,999.0,-77.6373460979318,596,0.0024597232695668936,6,23.770736499999998,14336
1.0813227891921997,999.0,-74.34945657285238,602,0.0024561400059610605,7,27.1711588,16384
1.0326215028762817,999.0,-71.0959722884577,610,0.0024476416874676943,8,30.5267371,18432
0.9864978194236755,999.0,-68.19133695719854,610,0.0024566720239818096,9,33.881732,20480
0.939964234828949,999.0,-65.51395473103803,611,0.0024255961179733276,10,37.2304302,22528
0.8938256502151489,999.0,-63.22923592467087,613,0.00245489040389657,11,40.5714533,24576
0.8453693985939026,999.0,-60.76275102286027,627,0.002433858113363385,12,43.835787599999996,26624
0.7982854843139648,999.0,-58.45507846878398,596,0.0024646096862852573,13,47.268378,28672
0.7503108382225037,999.0,-56.51587517194534,602,0.0024585705250501633,14,50.6674545,30720
0.7017368078231812,999.0,-54.54571351134756,615,0.0024939016439020634,15,53.9934152,32768
0.6566600203514099,999.0,-52.628625706717315,621,0.009874969720840454,16,57.2875787,34816
0.5682087540626526,999.0,-50.859549960856974,607,0.0024712856393307447,17,60.6607671,36864
0.5299004912376404,999.0,-49.161737546108334,625,0.002466402482241392,18,63.93450179999999,38912
0.4818139374256134,999.0,-46.753355689619106,648,0.002440579002723098,19,67.0941634,40960
0.4364173710346222,999.0,-45.23704584430541,612,0.0024719189386814833,20,70.436589,43008
0.38910821080207825,999.0,-43.83124745991685,602,0.002443161327391863,21,73.8382678,45056
0.34107062220573425,999.0,-42.45211062556563,638,0.0024531579110771418,22,77.0490594,47104
0.2929968535900116,999.0,-41.14728867378412,583,0.0024494982790201902,23,80.5580526,49152
0.24809503555297852,999.0,-39.908304008015236,617,0.0024712621234357357,24,83.8748187,51200
0.20273780822753906,999.0,-38.734823349841804,597,0.002466194797307253,25,87.305855,53248
0.15539704263210297,999.0,-37.621841924131395,591,0.0024174817372113466,26,90.7718993,55296
0.10932230949401855,999.0,-36.56183895832401,597,0.002453911816701293,27,94.2003856,57344
0.06092536449432373,999.0,-35.553523713491195,623,0.0024690611753612757,28,97.4846943,59392
0.014227747917175293,999.0,-34.602554155226684,589,0.002444382756948471,29,100.9575851,61440
-0.03373849391937256,999.0,-33.68953089239767,596,0.0024529609363526106,30,104.3931347,63488
-0.08133649826049805,999.0,-32.82384437181337,600,0.002454791683703661,31,107.8035141,65536
-0.12982642650604248,999.0,-31.987215961464095,598,0.0024642739444971085,32,111.22613439999999,67584
-0.17569327354431152,999.0,-31.184130366894152,603,0.0024694534949958324,33,114.6222621,69632
-0.22318270802497864,999.0,-30.420786806166305,599,0.0024425615556538105,34,118.0394138,71680
-0.2701232433319092,999.0,-29.685178213909527,610,0.002451965818181634,35,121.39437020000001,73728
-0.31003430485725403,999.0,-28.98117903481103,616,0.0024381440598517656,36,124.7192437,75776
-0.35428714752197266,999.0,-28.314599326343252,602,0.009233213029801846,37,128.1224842,77824
-0.37781330943107605,999.0,-27.668909084600617,604,0.009169799275696278,38,131.51182340000003,79872
-0.42884305119514465,999.0,-26.75738803960537,603,0.0024712621234357357,39,134.9043469,81920
-0.4755248427391052,999.0,-26.181465213314482,606,0.002472375752404332,40,138.2810085,83968
-0.5172014832496643,999.0,-25.626244202355114,577,0.002416793955489993,41,141.83042740000002,86016
-0.5626230239868164,999.0,-25.08592290376186,601,0.002427523722872138,42,145.23581140000002,88064
-0.6076636910438538,999.0,-24.570941407821337,611,0.0024605230428278446,43,148.5848061,90112
-0.6562713980674744,999.0,-24.07315400272833,590,0.009073235094547272,44,152.05749970000002,92160
-0.6829274892807007,999.0,-23.59358670229231,601,0.002467471407726407,45,155.465721,94208
-0.7282119989395142,999.0,-23.131940772712273,592,0.002448905259370804,46,158.9256996,96256
-0.7732890844345093,999.0,-22.686449039227163,596,0.002470702398568392,47,162.3596272,98304
-0.8170403242111206,999.0,-22.255407383964883,580,0.009881168603897095,48,165.88739610000002,100352
